pk_clientes;pk_localidade;pk_tempo;Valor de Venda;Quantidade
2cce2d11b499cb3330ce5784d8082db35f496cea8f13b27f0af8e0ffac3fe32a;1b58406fcb11926628456e9f0e3a03a02c23bbf898ac721025594ab1217ca8f1;9bedda61c8a02e2c111c69307d1f6be6ef173f522d0e6bc87dd0e16c3c50964d;1334,1;10
5319dcade7324d7a8e9fb0977b1c7422a9f4880e5abeb8d799214e53a9f8a048;57c4ec5714a0a6f7cdf92ed9e6d35e11b334e84750fbac9f8f71b398986bbdf7;57ede288d1f9da128d2071c064e78f4a05aac0c7e3238521c33fa4effb272911;556,17;1
d7d50344a6a38ac2076288e35490c7377c89251aa4531989d603f58ea1f066b3;2c074cd8a2370efb2c1426bc886e6d1e408f3cde17e273c70d4076dfcd65ff46;8fe5ba20b59605299cc8bfb392e4141bd8dfa163341654cbe4dbf4a311667108;4676,91;11
6746029ec0d79dfa17aecc146f7b00bef46e2ff7b7bae328c1c36de46880ba64;7db4a2294523bded1fdaea09867eb92dfe8bf00db03c0d273973ff4a4154f451;48e940e1cd554aa048a35f6d36314ab38e0d0d4dd9f67b68f727e50ba8341abf;3297,32;4
ca17db5efdd9c34062be3e6806288d6b5d37cc95d76fdaf05b2206d9077f65a2;e86839c01d329d5b30479686f0095e92953ec5f53ab2d9c3e909232b9befbc98;26b544d14e2e93a3100a608012fc5ef70f0c04d0eaa4909c39cd1e2f02db7c40;694,28;5
ca17db5efdd9c34062be3e6806288d6b5d37cc95d76fdaf05b2206d9077f65a2;e86839c01d329d5b30479686f0095e92953ec5f53ab2d9c3e909232b9befbc98;117f729e2d961c5b2cf876245f98db419e401be6aa5d1ef6a56b4c597c44cd92;235,16;25
30c17fbde69450f9ce7d72a6b8e57c5391389bcb9e0e166eb21d32152e8f1dbe;b34f5f1314dd1955575beaf4530649b20344400e3e4e069ff0cc46022b66a526;2205fa8f103365c09a068e7b5c174a5e21c8625a720ad6e979f916e7cdedaff4;2598,33;17
0801678cde50d51b04c021d9f591dd719f0707b0d0c2010cf050c01861c0ce4d;e1b3d2ac27255378e5ef74962605b874623b29fc341ae77aaf35ad55538cb005;5c836c6084f6109bde2c58313a581f715c428598deb17813b481944600f9455f;7345,71;17
0801678cde50d51b04c021d9f591dd719f0707b0d0c2010cf050c01861c0ce4d;e1b3d2ac27255378e5ef74962605b874623b29fc341ae77aaf35ad55538cb005;585af1b060540ccf178c6a4e71b1f6a17cb03c8cd14e11040b5ec65986c3c3b6;270,39;2
865fdbcaf53b51a7b7e39f8cc1624cc053b35a7e33c9ce17c439688a7a474689;88b73a31623adb60b7bca0608c7a133bd072e4365dbb1812803ed052c799bfcf;1fccefe182cf97f15ace5cf4f53dc6468e1e14a5c7055d608f952e77077dd6c3;5191,1;10
2a412e1462c9bac840af7640a525bec72e346349d41b0f544a7bdcd3ac7794c8;00986bba44eb460b3ec7dc2940c680b2f61c74124b0feca11811af9b6183d8c2;d93b401626d1726c144b2c9ea746dd7d64b08ede63c922683b45f69489139fbd;249,01;3
d3e610ab531ceae9cd9dead5b7aed0d8fee29d0ff806cf7be03847b27ee39fb4;02357dc31e5d2e3388313c2cee6073e8d8ef52a2acb9d58afcaf2ab463e373ec;d6ae840b3253ddbe064e5dcc9f1f3ebd5f5667663ddeb80b27fd351d47db8678;857,92;12
094cb3fac88d4fd1d8cba6d1e88396de353642a88a88725538a8f536009cc7b3;e819149c25fae605db6c620e7095f81f2a46a94011d021a6dac1398a77f09205;3ff6605e97e02b060c3745e61bd0739c8907faf391c757024de23d18e76e7829;24193,16;129
d163bdf9de66a22f74b97fd7529447d885e6d0d7404dead4e7baf2f1af1dde3a;b1ed5ffcc035b89e3488f355c1c29e03f0f7bbc8557566447b4875e13e3c1fd7;3d12b23aaf7e26261f947162c9424ed90e3c73330252d3c647f13dc08f5916e0;1788,91;2
aef710a6a44ed21c80bd44862d04d98f7d03bbd9ce746af23bc9275545be940e;ccf21c0c757eeaeda8c1717eed962bae137cb154d60ea10220e8667eaab3107c;0fb8a1ff1fd00f9ce535525ddd0843d04cff8191d2c1e220bff0b87d8b9c7753;722,41;1
bbb9f789d93b81c6ddc9523af4e90f6ca04a4ba52b4fad3be69685bc172498f1;41e1d4d05c63c2221d1586674844a78953ecfde3d7db42d4aedfd6e02adfce4b;5793db124f79e5216933b30692bacefaa839239f95f2c41e8a23d46973e39fb6;28260,16;155
b962b1466562370b74ea416327d4dc7bfb5ee7d7379d46242e960b5fbe646d2a;05a5fa5edfe8380b13951316882899528d95239c5a479d111b92af6267ed9031;0813dc59722f28067a556b4b41b5ddc2387f23da9be1b6e999eb9eb0d797f8eb;694,03;4
5a4ea7f672566894538a1d5da731e9bd5417e553441628a9267e8b52ef4ea844;c8cc5b3593732c8d511c50902d2b244751a0feb68b77efa8a444712f7b37bc24;5df06b03d3d6f5ce4d4b5c5e5e250c0e07e6892feb5716b0347f65e77d51cad8;17739,05;696
d9f316671a380d9b6563590d9ba4be8afb74c7050de3d4564149ad3a7d3a1ab7;54a0dc679d691e4cc4b97ab4a2bde51c2ddc04cfd881095a7342782d48899bc6;6f0ec73d758ae837c05c8d84d65dcf0a5ee3511e0f74ea613fe931e7def38d4d;1478,9;7
0ba9a59786c2d3218faea5b35cc3c447d3ad99244ec6b26f0c719ac66a7d38d9;3f135dad9e813842fdedec3402956f6dc661e0256f1cedc48bbfa41529b6426f;21a2eed7795976433ff8dd70fb4873c5509b15e935b06a1bfe34228a58e11e39;23542,76;61
a595e364c27c454a70d7797a516afde579be5e27c948089964d461789d42e495;5e04fbd70947f4705b37fd045a65b43b1a3cea497108224b87670afdaba2a740;ceb0fa8b481b56fe2ce3afce97114c5c1de0563b72c2d677d52eb61b89422839;29687,88;166
362ff60ac6d4f50d1aeb13f53a4fa4230ebb8b7aa041a6b447a9b2e5efbf7183;e86fe67ed9f8670370e50207a91b4c277eef1c26a56063b50d3ed9a33c4feb10;eff573069363e80550b39edba8e9c3a59f0f8f3290e2cb4c28b7a3b4dd4259f1;14009,28;50
bb93f60f6a4fc3cb5aecb298e70e56fb0fec9052a910fba0e645cabb7006104e;9f8fa06ec2f833c05fef6b40aab75cbe384bf9b2694663a2a177276c9a7ffcba;82dd5b8dc9e2a7c377bf415a648bf0457c99051c7ad1665107214ea00c360a26;269,63;2
8ceaa691869b352467393d23d8652175302170eedfbcd5d884f91a168a8b52ae;b457f9f8444bfe4e3d2328e15295e31963d441c83cce3c2c7db556a0a4bb4ec9;64940823e6cdd9cbc901b63317ee89cfdb1de2c0e809fb4aac82d0a9edd025b2;879,85;4
5d030efee1363c4e1060700555b545c0d32c6fcafde13d655e5fbbb7ec8aa778;199f52be9674702eab27b03aa3a9e89ecde7a3ed3eb48906e3a343d32c59a575;37ad80641aaab85c2f361995ba860c6f4a805099338cb305a6459bc05394d0da;22953,39;648
4f37156bb57a8f149029cc79688722fc90514b68098e74731b4324c3200214a4;83ef48bf7d74c1453c410c295f1b825df53beab421a1512d9c47cd772d15fa66;77776b68c2bc8e5314485c4af05e3265061284e55360c32a603259fe518efa36;274,52;1
a731e6ca03421700afef60e8da9f1ae8ffc02977bd3ac54cbaa54be2f31d56b4;793ee16d40a907f0afec20e41bf4a51202a6bba8731101e69912a7452dbc8ff3;ef8ef2e7d551ba83cc4d185ed2eb99c9c68416bdce0bfccf56406e408041d5d1;4762,23;24
81819d33025e1130db129dfeba6034c141bcf44cfff3fea874527b01d851e93a;d7d146fc62cad38a50ae2ee97b645889aabe8a14c66f995f87e3382d6e5a2056;e1dac3195402d68dc0a57b8eab86809a99c640cf3b6edaaaf40251b45b46c64f;5063,97;28
ba3b8d62bb718cef5a9b21dfc4277f2390a4b667324a70c2382754723422ee15;f5030971e5294a880f967b8deb2bb8da58444d5095a4d82de461fc643a01600a;e1dac3195402d68dc0a57b8eab86809a99c640cf3b6edaaaf40251b45b46c64f;387,23;2
86f735b00063c0613143e2fb18fe2b4f1d2515784eebdda857d1822142d1caa3;2099d2ab080adf9f17e293e0b4cc151c29b4ec101e42ba89d4ba9f4a7e9e88f4;e37ee4f7a2827b507a4d204d1948777cbb1871c25e6f84d86fe403d26cb8b6e0;14931,68;305
729c3dba5a413b06c12d41e2289cc50abdb6eaece62310950f7aa816cb27cb77;e8b41a7656f9362d76106f9fb737ba81edee8fa6c064d04f9b14395c1c7d8284;295de3ba866b8a33793e1226a39ec3a769c63910435f1cc7168f0fecf4aaa969;487,89;4
1867c878da07ca3c1d1a002d6219a67cfcb9776a37d41260b09d25f2bb53eee9;8558f9202d566e8e27bdbaa00e4bcee71b0e76d59acae0f68261cb6e7869d830;40297ec50aa8b8bd80c2b08534adffe1ff922c53e488a79455489c2b3a274c53;2805,1;8
3b1e4df3925eaa399560b66a86846e7119ef7838bc7d4b1abaa66e508a8629a0;7975b86df26405e55bbb3c7b7258dbfabe985e8049ca7cbb4e65ec524e726901;2d40ad055b15461df94d7ac193740f269c859afe7715127aa9fa6553c2f7df77;665,7;1
a18e153376e9c4c980dbfb388332dd1e1879876f137762967fa987d8b2a2e141;e2ecd607002439a6873c6b7335522d7878b32014422bdfd2cb314e57e7c61c4f;da4274b0abc24183bd237879a980258dcf83e723216f236637fdfca3139b6880;12472,4;28
a18e153376e9c4c980dbfb388332dd1e1879876f137762967fa987d8b2a2e141;e2ecd607002439a6873c6b7335522d7878b32014422bdfd2cb314e57e7c61c4f;e5af274f9fad81d0676fac0066b79e6f5e984d536f7a3829a6165a49584b463c;2296,25;36
a92f7900e50dec61f69d437d8c20eeed2d45688465d3cc88d8ec7e0df4d3e7f1;47eb70f619dcd33270855e4d522d2b43ed27b7358bbca6d69eecfcccc62893c6;f6224029e68d507ecf5d031c5aa4005c9191899bb99c6d25c6e7c802bc202362;8394,28;32
3ce87c791db847e6403e25b366a9ea78209f74c68968818ef10f0129ed30461f;90dce0083a2f7575f3792438daeab51b6f77b836ec3df3c23865d9ae4818d517;dbea88370232cc547c5f3987eb340a4f432aa448e1e4efb3468164158c7904bd;7853,64;23
e3d0fc2b8346ce17bee551ee783ade35663da2f18c865391ffc5b48d8c58d703;f4f9d80b1892cdd8def40c248176b83db01ec59441f3a34814ab1563e10cef6d;f08fdf9ccd856b0170d0ac79d151e9abd9cab26dc16adc9407ad20af3e0ec2a1;82809,21;193
e3d0fc2b8346ce17bee551ee783ade35663da2f18c865391ffc5b48d8c58d703;f4f9d80b1892cdd8def40c248176b83db01ec59441f3a34814ab1563e10cef6d;6c672d98edcd73acc76f20c3d40c74e861b2a9673629f145e1029b7ae9d47966;80488,34;176
c7e297c64c9ad5d90c1379f1e3f8506172ad322f5dac0123990582bfa6158eb0;bd1b4c17b7b0bc3cc285ec0a388ba6a577636f6ac36df0cfd8a4da4eb6574afe;d408f3ef411e87d7ee188faf0d04c77ec689b872ef6157846ebadcd063a9e58c;18501,72;120
ed95afec170d7665fd2d76827c803fc7032f6c96b8848bad996301ad1bfa7752;e923ad7a723f60f3f2e4883598a9647f53914b6a04e0bbf53baff8ec4b36161e;46a70e07251ae01c9881f339dbded9c25c58f5d110c39f412edf0957b2665eb0;5508,96;28
c5f41411fb56878b2684c106d40506da6a7c8360fdac5f1ae7f0656c86c4c2af;d16a34ab7f9fb74e522339f68c5336f575daafdf0124a939d3c684b1153f9950;193042eacc79d6bfcd828a2f686868f9b6617b528e0fe49d1f659628ba015469;1788,86;41
f0cf77dc3c3d59e8e1ce504889459a1234be074eca248fef66fa59d0fa562d2c;92186e2aa27a51757af0bc70a66a86755f1c1e88b2cb0d0c8515fd8c522b506f;592d6e1f017e988f33500f0b1b3f6dacfe7978cb8ebc1e2ddc116076719d8ac8;8675,63;76
39b72253ea1a79f1585401a82742eb37148234d0859ceecdc1af85e6c88d72d0;ed6d30c3aa7ec4d06514c69c3b019cf8e02ea3297a499cc20d1ef3b7c4b5d8a6;c1584c5c507b079d310ae48f2664637ccca14166f8175f69c6b25fd90413f3c8;27511,83;439
7d67301cd49863c47f03cf7c83e611061e5420f2f3a78fa7e7adcae31d9dea9c;06d040b33510c2d070da5c2733c9336b739ce7a2c308f2477596a59063af8c34;c2ee3cc78ee9b670e7f239f468542f34e97821eaa4da86676b0dee2065e9007c;793,02;1
e00a477a2b2282fbb749edc80f0ea41e123c58152287fe292f7314fc2bd062d3;f041548775a25143c1ffa8991a9f3795c303c0717685fe3d17432445d1ffa511;c116b7541ee2f2351a652cec735f071e61d1ecad91ea8297f00cee938c1efdd2;217,15;6
422c0977de262b3118948f9b23ebf0f909bd63e94e188e5e269f20ebc749d2f2;05756b32b291dbab3d49ebd9b93d564de241197fb38515fcb9e41a32e3dd7dd0;3df0de926b4edf13b3d9f0dbff86ac4952e70b9e0c30d90f1bdf7354af25c402;204,72;2
4848a3ddf6a590960459c636d78738bf5fecca1127aa601644d519a612336483;bef07179218c2fd8e6d7104d2838a10ec7fb011307b179c25f97e3a770a924a5;43e6b341e4b4e6d33ac8bb9231190c06888fcab7747769d1c2519868505d8453;3228,99;35
2ebf999cb22e1cd2d22c35a6a0c1e2e94c1a23158c52a99a596dff6b90c9960f;357d27f1bbde75deb9f10e383d48b4993ec766c202ebdc0332b503d80e99ed4a;90dad5d757ee1a398f227e0588e754c92f0681d1b6d51933f9358f7a8f78d56f;14731,96;60
5272a5f32e0daaf39666bb24ecd4ad5ba0b2ba452eff81119f4401a2a8ff7c71;2928c9d5dcbaa9fefcffcf0dbf938ebf6852ff1cbcf0ff58ba5ea0ef91fab082;d2859fd96d71c73fc17e432d35900f4a539d4d7f246fe3afd9160b09bf810da7;339,75;4
5272a5f32e0daaf39666bb24ecd4ad5ba0b2ba452eff81119f4401a2a8ff7c71;2928c9d5dcbaa9fefcffcf0dbf938ebf6852ff1cbcf0ff58ba5ea0ef91fab082;bee068aa3eadd33ff08c8276ed840e3a7d1cccea092ebbd230f5f16b01763756;298,01;5
fba2f3a3055c7f242e944f4177d69dc1903ccd0bf566cbb93044f69065555805;4ef8790c94b9903d284017382b07aeaaf6d0d2ca53f34bce400e002e4685bce6;0fb8a1ff1fd00f9ce535525ddd0843d04cff8191d2c1e220bff0b87d8b9c7753;4383,33;63
aa25970ea7cbaaec2a28e1048916afa68f8b52ec2c8ac87ffb8026ac26b3443c;458005209cb0466c7b3ef2f2a6dcecd506d15476f6e24f8f590b0fb7385b6d39;e19fb8a0af5280a38f362481533b3f955f884056a62d3c29afaebeb771a27db9;12037,09;153
aa25970ea7cbaaec2a28e1048916afa68f8b52ec2c8ac87ffb8026ac26b3443c;458005209cb0466c7b3ef2f2a6dcecd506d15476f6e24f8f590b0fb7385b6d39;e992ceb97b41e80f2aac0e403c43e84d1e54e579529079cbe7385216a7ce4dfe;27180,73;359
a5a1935aa1c55cea388573e546aa8bd41441e8d49bc8d28bb797d3806b464979;2ce77631d863959c751c8eeb413c452d0357d4bb8b8d0c22ed70f72e4c4d8f35;972a9bd80294e4066419c681462a53183b6c678056f1b5d7179b2ad65edbc3ac;1540,84;3
8311c0aea0b8b76a91a073db164e5d77bbcc944a41c0f560f2bb13341602b8b8;32d55f2a7d955c6f261a45771dda2a06708f30872075620dd980c036add010ae;97051cec427d216b871d26eb6c4d067f532f0caab62f100842617e26f706b1b5;241,76;3
0c6bedc7f4222c3bcdb7b5b5b190e0dbe39154e3ee5ad5a8a8f2565e51e2adef;9cad32a85435ae9f1f7db318b7abdc03231a5f325a5e64080bf37493f78af8a5;14db2dfcafa21e8e6b133835ca2ef9727415162cf771ce2ad1be4f5aa4b93d28;694,39;7
9f7b99f99e1b9f61b9733b098426c006cd9128f339fbbdc738dc4ebc1e9ff57b;a9a70ae1252d8a8cdd3e3bdebacf8c0cbba9ca46db7eb3eb6abaca8dd31ada95;310b9911e4e2048949b04bc335390fff39da6abaf7ee2b14b692ee67789039ec;4861,39;28
9f7b99f99e1b9f61b9733b098426c006cd9128f339fbbdc738dc4ebc1e9ff57b;a9a70ae1252d8a8cdd3e3bdebacf8c0cbba9ca46db7eb3eb6abaca8dd31ada95;541179504316c94054f73cc53fcde149c0babbb414f7b852965fa976d899ad1b;1541,51;12
60a86fa4fa8f06650a7ad0aa2d4160e929ffe91a1859d455f63adbda84ae0361;8a7587208c156cf0d74f4b976857e09661c5d6add867ca4eb88405e2848330cf;82a4febd76a5a50d7174f06cc824a2b011d3ec825bdd4ac7cdb08120aa98a7cf;2254,15;3
60a86fa4fa8f06650a7ad0aa2d4160e929ffe91a1859d455f63adbda84ae0361;8a7587208c156cf0d74f4b976857e09661c5d6add867ca4eb88405e2848330cf;9b95451f61b8e83b01e8760bb76486d57412e5a282472a49179dee298fed2546;250,62;2
b6e72571f6e6cbf98c1d6f757f6a5c4da412ea0effa138d990bae56cb2f3557c;df303fe5be506f2c17d6af2f5b80933bd7dbe09b9355ae28476f1725c505c89b;d65243f73d359160a33a54fb33e087467598fa23966fab800e383830f6e9b72c;1068,46;5
b6e72571f6e6cbf98c1d6f757f6a5c4da412ea0effa138d990bae56cb2f3557c;df303fe5be506f2c17d6af2f5b80933bd7dbe09b9355ae28476f1725c505c89b;6f0ec73d758ae837c05c8d84d65dcf0a5ee3511e0f74ea613fe931e7def38d4d;694,94;2
4dffdae6944792edcea476d609f22ad6b253803a1e1e060260306d9863c4cded;0e48f7228bdb184f87a00c7932687811e6a3326be2d4112ec3091c119ff77a45;2020f81b4ad6c3d644f9523781ddfc3807cb20c1da6e2400f45c322d23dbc9dd;7851,67;124
ef301bee2028f0ae4e919546d4d3ab99756bf861f0f8e4da2f8d69cc537e61ae;df761dfb68ca6b9174b0fa8a4efa8321984a4438d70cf5e9e95f4bcd9065da7c;3e4cea98d2ea1d1a6cd949f0ea72ef4653afed611ca28651d2f6482c99894f2c;1331,62;7
fada449389eaf792818dfc64e364a3dd612fc4022e704f9337b6053ff49a4e66;a9e752121512afa2321fba66782a6a76fd8c1d6ff24afd61b94878c986140fd2;bd2af29c691c658e1607e331b6a30077f613762ddd87e10be69f9ebf211fb09c;3918,26;19
09c3989243c37e49808c2ff0bbf7b5ae7c9d351816c61d89ee3e1fe1faeb2a6c;e54dff111240f42842c6796a35576633ac8eb2f62206566de84aeb0c5642e386;18d81fa20776f4e51eeecbfbaee8a7e23f8f799e3d3593e088ab0dbebb220fe8;882,17;2
21691d3f140dece9b57125c9bfee1e144abdebc5467ed5acfa5bf68da4b60021;f909c56db7f7619edb16056eea861faa689b5799919342719b780d92fd8eb684;22d82ede01b3042cd2ccdfc4a805108116dd1d93c7c32c8a6201995a3e12defb;1782,84;2
d770bc5304d82cf741da76bdc45aa750716f799a48630735dda799ea6eb79f45;a9d842039501c7096088352f661f97d235e1471d4118bf64bed2fce7ee0e5c4b;95c53234c400382b6763d12886386f675842e525a77c55f1d76b72d735af73ec;1577,81;7
0cf14aeb2bbe563e21785579fb2d2fb00649e0a6ff8dedf7141c880a1ce8885f;83387a5fe3d087e096248200e6b8d261c4dbb3831510516f9214a4c8117d1c7e;ef4d3af21ad32c0580d67cc19d7a0ce5176307ed8deab946125122cd53ab5018;2431,03;11
0cf14aeb2bbe563e21785579fb2d2fb00649e0a6ff8dedf7141c880a1ce8885f;83387a5fe3d087e096248200e6b8d261c4dbb3831510516f9214a4c8117d1c7e;8d5783f1207758d4f5289019c8ddc00d458ff43aad8280f9ef086a3a38322c8b;229,45;1
a316295c856aea8db21e5a4534ed2fc338481595d4683ac393448c31e77ae5dd;8a1910f4e53a2841977408e03a2dccdf7294d15c2c8653e6c166accc4f0756cb;e2998da2cccff0699c1ee71cd7869e1cb7dc27b02a9a6c91f46455f7ff6050fc;407,23;7
5319dcade7324d7a8e9fb0977b1c7422a9f4880e5abeb8d799214e53a9f8a048;57c4ec5714a0a6f7cdf92ed9e6d35e11b334e84750fbac9f8f71b398986bbdf7;193042eacc79d6bfcd828a2f686868f9b6617b528e0fe49d1f659628ba015469;329,57;2
d7d50344a6a38ac2076288e35490c7377c89251aa4531989d603f58ea1f066b3;2c074cd8a2370efb2c1426bc886e6d1e408f3cde17e273c70d4076dfcd65ff46;af6bf6e3b0d17c73693d5468672d88e2d2cd36c669389d195454618d68e9cc33;405,81;2
1c82dde98b2bda67df185e7521dbe4fcee0a8ae0fc46b27bdea63b3d4bdb531b;0c955150756c0e1bd9501b4a34387294cf88ff1906ddd8244fe3fc92ab680485;6857522707016d566b5d2db259b6d8ce98be97e309afe6ac59a07a20a39b769d;87094,99;1702
07ea9e696e3c46d15203ed2a22fbcd3e5249e65d7aafb06ae589153f46401b99;542ab38e3626a18fc4616bf2404c17379f6bea714c3c63319e5af050116d0b27;04459c5a70bc6221003c3f0f4e5848f8643a1d653c00ba62f3a355cb7ae2f796;21710,71;9919
ca17db5efdd9c34062be3e6806288d6b5d37cc95d76fdaf05b2206d9077f65a2;e86839c01d329d5b30479686f0095e92953ec5f53ab2d9c3e909232b9befbc98;d1dfc3ecb065b8df96c3018f5008a7de0dc569788761d405067a04f465d47d43;4237,49;153
001ee4dbac83223be6603209a226cce5d605b122ff2b73ffdfdd679942384790;612b93b17bf738ec2dfc0a8826976ff0e500a19672e1a717c21db41ae1b59f28;0bf1ee5e87c6cdfd13e27ac4853deee38423c3b79c5beab2b042641bb001910e;844,52;1
30c17fbde69450f9ce7d72a6b8e57c5391389bcb9e0e166eb21d32152e8f1dbe;b34f5f1314dd1955575beaf4530649b20344400e3e4e069ff0cc46022b66a526;ff50cc759175d8d4d022eb04cfaa7f8b17ef69d053fcff66f13d19d907fc1df9;200,46;2
661ff684fabec278c50fd0c58421996b4f21ae2fd319e02c60571308c09452b7;523d4e018275f0535a915c4c285bef92b859c734fa88b986917adf4e9be16645;6c672d98edcd73acc76f20c3d40c74e861b2a9673629f145e1029b7ae9d47966;1305,79;4
0801678cde50d51b04c021d9f591dd719f0707b0d0c2010cf050c01861c0ce4d;e1b3d2ac27255378e5ef74962605b874623b29fc341ae77aaf35ad55538cb005;5acc866751c300c0453b6e6cfa7fba9485758dab01213d626b00241d4cbb75b7;319,74;3
5166538694ee83520fedb73bacd0823e559a047a89ff7cafad28bc4df01f763a;6f287219834882347c0a2f54cf013e0fefba7d18a5ec1b1a0044f08e64971b00;3dcee85d86681aa3522add9ab8f6460dda4ad1ef3266585ac34b10ad6eafac59;20730,81;34
ca42dafc55adcb214feee39168dcd6da4935973ac92ac4c250a47c32e15a9f8c;a2b0141b32e60b5eedeb19fb92d325220d7088619b5a2ad34a75bae2f3037db8;686310b2e4ed45c0dc79bb6016769e0fd14379c90421eb14a98d29138b5e2d40;222,24;1
64e3841749630771e3ad56fdfa4ae9a7de7418058feaee301fa6c3b90eb6d086;3060ee432c2cfa74c7830c04a43de90b781f1f9ad7fb404a7bccef7e7c13887e;5ccd38792fce53ce3f1b62d9496488245b63004545ce62b50bcb8301c6fb301e;9045,45;40
3f41703f170da95bfc9da4fc20f4f3d87dfbe95f714c0288609cb115559487e6;0f42a5aeb73892b9be89ee577a05b9cc0a0255a5a4ddc78da4c63f19a6492c0c;ca87b7024e014744f32c50f47ee350a6a202fee089251860ea3daea78a44d2db;15008,92;76
53d77a4a07d0e82a4f4b5ee3e2a39895bc55733e68554bfe112fa74b382dd50b;f929fb7fb97f163b98ab567e60ea09de7329490d12e4c56c8005887ab9d45627;3ff6605e97e02b060c3745e61bd0739c8907faf391c757024de23d18e76e7829;40438,23;187
5c36658d64a88bc86b59df1685a8d6b48e27c1f6f64cb2b2f76ebe7df9ade5b4;d1996ad6eb0e3a7bf7f5af9428ae99d92c653ad28c8e8edde3471fbeca6f5929;2f777d175d06f4fb4946d4cb11e6351cbaa64d705f6794515410a181187badad;697,64;3
531329b62138ff1f387bd42e9fcbfe4125129fc33fa264aa7255a069ac7c1075;5b096fe83e83e0ed61cf9924f38f75a0cd38cf56f25c0ec574067e0dd4642be2;b29f903403de314268ed56252cd9995d0bca11597dc757ef7beadf4dfdfd73d5;5799,0;12
1a23f30c5fb31b5b6e80d7344b70ac91f31800a5d9ed597ac48512250e8c383e;264ca024a1868596165e08922ebf3587ccf4de4d01a7aae45a4d4f2c068fb5f1;94bad65beec46de7658405ee060f742cacd7257d408cf036a219c6f9a6e96718;9567,66;25
3439439b4ff8da0b51ef64ffb74089b54163e672b97726e868a2e8b858bf3434;797626dd43f719b3001a4c351d00bc92e1987f9b9b556bb6c2bb3f259a897393;07af14a9daf27938bb59b73537e54c7e8fef845d11b607b45b71958fd7640edc;71903,39;2377
a901e46d85cb8658baeab00b70cd312108262bff59365f9533f8eba96ba1f3c5;dc325d63a6b39e8fdbc0f7e2c1eddc86900628cec456d3f963119d077051b0d6;3ba511e0d8257e71d56cd5cf9901b28f6a70999789c69f667c51398551f8af74;914,71;4
bbb9f789d93b81c6ddc9523af4e90f6ca04a4ba52b4fad3be69685bc172498f1;41e1d4d05c63c2221d1586674844a78953ecfde3d7db42d4aedfd6e02adfce4b;7ae963dd14b193b74b3dec1c0becb45d3544c3068ac494c107965e3a9a788c96;22850,89;136
